,,Subject,,,fz098,
6262,1095.552,Input,38,Off1B2,,
6263,1096.084,Exit,18,Punish,Time,
6264,1096.084,Entry,3,Wait,,
6265,1096.242,Input,6,On1B2,,
6266,1096.242,Exit,3,Wait,6,
6267,1096.242,Entry,18,Punish,,
6268,1096.314,Input,38,Off1B2,,
6269,1096.772,Input,6,On1B2,,
6270,1096.844,Input,38,Off1B2,,
6271,1097.242,Exit,18,Punish,Time,
6272,1097.242,Entry,3,Wait,,
6273,1097.693,Input,6,On1B2,,
6274,1097.693,Exit,3,Wait,6,
6275,1097.693,Entry,18,Punish,,
6276,1097.755,Input,38,Off1B2,,
6277,1097.942,Input,6,On1B2,,
6278,1097.994,Input,38,Off1B2,,
6279,1098.693,Exit,18,Punish,Time,
6280,1098.693,Entry,3,Wait,,
6281,1098.830,Input,6,On1B2,,
6282,1098.830,Exit,3,Wait,6,
6283,1098.830,Entry,18,Punish,,
6284,1098.891,Input,38,Off1B2,,
6285,1098.965,Input,6,On1B2,,
6286,1099.037,Input,38,Off1B2,,
6287,1099.776,Input,6,On1B2,,
6288,1099.830,Exit,18,Punish,Time,
6289,1099.830,Entry,3,Wait,,
6290,1099.848,Input,38,Off1B2,,
6291,1100.330,Exit,3,Wait,Time,
6292,1100.330,List,,TrialType10,    9.000,
6293,1100.330,Entry,9,CueRight,,
6294,1100.430,Exit,9,CueRight,Time,
6295,1100.430,Entry,10,DeadRight,,
6296,1100.530,Exit,10,DeadRight,Time,
6297,1100.530,Entry,11,WaitForLickRight,,
6298,1100.578,Input,6,On1B2,,
6299,1100.578,Exit,11,WaitForLickRight,6,
6300,1100.578,Entry,12,HitRight,,
6301,1100.579,Exit,12,HitRight,Time,
6302,1100.579,Entry,16,WaterOut,,
6303,1100.650,Input,38,Off1B2,,
6304,1100.655,Exit,16,WaterOut,Time,
6305,1100.655,Entry,17,WaterConsumption,,
6306,1100.655,Reg,14,CupUp, 1925.000,
6307,1102.581,Exit,17,WaterConsumption,Time,
6308,1102.581,Entry,19,TrialEnd,,
6309,1102.581,Reg,3,ActionRate,    0.991,
6310,1102.581,Reg,4,LeftCorrect,    0.982,
6311,1102.581,Reg,5,RightCorrect,    0.948,
6312,1102.582,Exit,19,TrialEnd,Time,
6313,1102.582,Entry,1,Trial,,
6314,1102.582,Reg,1,Trial,  116.000,
6315,1102.584,Exit,1,Trial,Time,
6316,1102.584,Entry,2,ITI,,
6317,1102.584,Reg,6,ITItime, 2293.000,
6318,1104.878,Exit,2,ITI,Time,
6319,1104.878,Entry,3,Wait,,
6320,1105.130,Input,6,On1B2,,
6321,1105.130,Exit,3,Wait,6,
6322,1105.130,Entry,18,Punish,,
6323,1105.172,Input,38,Off1B2,,
6324,1106.051,Input,6,On1B2,,
6325,1106.094,Input,38,Off1B2,,
6326,1106.130,Exit,18,Punish,Time,
6327,1106.130,Entry,3,Wait,,
6328,1106.177,Input,6,On1B2,,
6329,1106.177,Exit,3,Wait,6,
6330,1106.177,Entry,18,Punish,,
6331,1106.239,Input,38,Off1B2,,
6332,1107.087,Input,6,On1B2,,
6333,1107.138,Input,38,Off1B2,,
6334,1107.177,Exit,18,Punish,Time,
6335,1107.177,Entry,3,Wait,,
6336,1107.250,Input,6,On1B2,,
6337,1107.250,Exit,3,Wait,6,
6338,1107.250,Entry,18,Punish,,
6339,1107.312,Input,38,Off1B2,,
6340,1107.631,Input,6,On1B2,,
6341,1107.692,Input,38,Off1B2,,
6342,1108.250,Exit,18,Punish,Time,
6343,1108.250,Entry,3,Wait,,
6344,1108.514,Input,6,On1B2,,
6345,1108.514,Exit,3,Wait,6,
6346,1108.514,Entry,18,Punish,,
6347,1108.566,Input,38,Off1B2,,
6348,1108.677,Input,6,On1B2,,
6349,1108.750,Input,38,Off1B2,,
6350,1109.515,Exit,18,Punish,Time,
6351,1109.515,Entry,3,Wait,,
6352,1109.935,Input,6,On1B2,,
6353,1109.935,Exit,3,Wait,6,
6354,1109.935,Entry,18,Punish,,
6355,1109.987,Input,38,Off1B2,,
6356,1110.100,Input,6,On1B2,,
6357,1110.161,Input,38,Off1B2,,
6358,1110.936,Exit,18,Punish,Time,
6359,1110.936,Entry,3,Wait,,
6360,1111.282,Input,6,On1B2,,
6361,1111.282,Exit,3,Wait,6,
6362,1111.282,Entry,18,Punish,,
6363,1111.353,Input,38,Off1B2,,
6364,1111.964,Input,6,On1B2,,
6365,1112.036,Input,38,Off1B2,,
6366,1112.282,Exit,18,Punish,Time,
6367,1112.282,Entry,3,Wait,,
6368,1112.572,Input,6,On1B2,,
6369,1112.572,Exit,3,Wait,6,
6370,1112.572,Entry,18,Punish,,
6371,1112.654,Input,38,Off1B2,,
6372,1113.567,Input,6,On1B2,,
6373,1113.572,Exit,18,Punish,Time,
6374,1113.572,Entry,3,Wait,,
6375,1113.610,Input,38,Off1B2,,
6376,1113.738,Input,6,On1B2,,
6377,1113.738,Exit,3,Wait,6,
6378,1113.738,Entry,18,Punish,,
6379,1113.810,Input,38,Off1B2,,
6380,1114.087,Input,5,On1B1,,
6381,1114.139,Input,37,Off1B1,,
6382,1114.250,Input,6,On1B2,,
6383,1114.311,Input,38,Off1B2,,
6384,1114.738,Exit,18,Punish,Time,
6385,1114.738,Entry,3,Wait,,
6386,1115.238,Exit,3,Wait,Time,
6387,1115.238,List,,TrialType10,    4.000,
6388,1115.238,Entry,4,CueLeft,,
6389,1115.338,Exit,4,CueLeft,Time,
6390,1115.338,Entry,5,DeadLeft,,
6391,1115.438,Exit,5,DeadLeft,Time,
6392,1115.438,Entry,6,WaitForLickLeft,,
6393,1115.838,Input,5,On1B1,,
6394,1115.838,Exit,6,WaitForLickLeft,5,
6395,1115.838,Entry,7,HitLeft,,
6396,1115.839,Exit,7,HitLeft,Time,
6397,1115.839,Entry,16,WaterOut,,
6398,1115.890,Input,37,Off1B1,,
6399,1115.915,Exit,16,WaterOut,Time,
6400,1115.915,Entry,17,WaterConsumption,,
6401,1115.915,Reg,14,CupUp, 1925.000,
6402,1117.475,Input,5,On1B1,,
6403,1117.516,Input,37,Off1B1,,
6404,1117.772,Input,6,On1B2,,
6405,1117.814,Input,38,Off1B2,,
6406,1117.842,Exit,17,WaterConsumption,Time,
6407,1117.842,Entry,19,TrialEnd,,
6408,1117.842,Reg,3,ActionRate,    0.991,
6409,1117.842,Reg,4,LeftCorrect,    0.982,
6410,1117.842,Reg,5,RightCorrect,    0.948,
6411,1117.843,Exit,19,TrialEnd,Time,
6412,1117.843,Entry,1,Trial,,
6413,1117.843,Reg,1,Trial,  117.000,
6414,1117.845,Exit,1,Trial,Time,
6415,1117.845,Entry,2,ITI,,
6416,1117.845,Reg,6,ITItime, 3652.895,
6417,1121.270,Input,6,On1B2,,
6418,1121.311,Input,38,Off1B2,,
6419,1121.499,Exit,2,ITI,Time,
6420,1121.499,Entry,3,Wait,,
6421,1121.999,Exit,3,Wait,Time,
6422,1121.999,List,,TrialType10,    9.000,
6423,1121.999,Entry,9,CueRight,,
6424,1122.100,Exit,9,CueRight,Time,
6425,1122.100,Entry,10,DeadRight,,
6426,1122.201,Exit,10,DeadRight,Time,
6427,1122.201,Entry,11,WaitForLickRight,,
6428,1122.448,Input,6,On1B2,,
6429,1122.448,Exit,11,WaitForLickRight,6,
6430,1122.448,Entry,12,HitRight,,
6431,1122.450,Exit,12,HitRight,Time,
6432,1122.450,Entry,16,WaterOut,,
6433,1122.510,Input,38,Off1B2,,
6434,1122.525,Exit,16,WaterOut,Time,
6435,1122.525,Entry,17,WaterConsumption,,
6436,1122.525,Reg,14,CupUp, 1925.000,
6437,1122.929,Input,6,On1B2,,
6438,1122.980,Input,38,Off1B2,,
6439,1124.451,Exit,17,WaterConsumption,Time,
6440,1124.451,Entry,19,TrialEnd,,
6441,1124.451,Reg,3,ActionRate,    0.991,
6442,1124.451,Reg,4,LeftCorrect,    0.982,
6443,1124.451,Reg,5,RightCorrect,    0.949,
6444,1124.453,Exit,19,TrialEnd,Time,
6445,1124.453,Entry,1,Trial,,
6446,1124.453,Reg,1,Trial,  118.000,
6447,1124.454,Exit,1,Trial,Time,
6448,1124.454,Entry,2,ITI,,
6449,1124.454,Reg,6,ITItime, 3797.855,
6450,1127.411,Input,6,On1B2,,
6451,1127.463,Input,38,Off1B2,,
6452,1128.252,Exit,2,ITI,Time,
6453,1128.252,Entry,3,Wait,,
6454,1128.514,Input,6,On1B2,,
6455,1128.514,Exit,3,Wait,6,
6456,1128.514,Entry,18,Punish,,
6457,1128.576,Input,38,Off1B2,,
6458,1128.738,Input,6,On1B2,,
6459,1128.800,Input,38,Off1B2,,
6460,1129.054,Input,6,On1B2,,
6461,1129.136,Input,38,Off1B2,,
6462,1129.514,Exit,18,Punish,Time,
6463,1129.514,Entry,3,Wait,,
6464,1130.014,Exit,3,Wait,Time,
6465,1130.014,List,,TrialType10,    4.000,
6466,1130.014,Entry,4,CueLeft,,
6467,1130.114,Exit,4,CueLeft,Time,
6468,1130.114,Entry,5,DeadLeft,,
6469,1130.214,Exit,5,DeadLeft,Time,
6470,1130.214,Entry,6,WaitForLickLeft,,
6471,1130.682,Input,5,On1B1,,
6472,1130.682,Exit,6,WaitForLickLeft,5,
6473,1130.682,Entry,7,HitLeft,,
6474,1130.683,Exit,7,HitLeft,Time,
6475,1130.683,Entry,16,WaterOut,,
6476,1130.745,Input,37,Off1B1,,
6477,1130.758,Exit,16,WaterOut,Time,
6478,1130.758,Entry,17,WaterConsumption,,
6479,1130.758,Reg,14,CupUp, 1925.000,
6480,1132.684,Exit,17,WaterConsumption,Time,
6481,1132.684,Entry,19,TrialEnd,,
6482,1132.684,Reg,3,ActionRate,    0.992,
6483,1132.684,Reg,4,LeftCorrect,    0.983,
6484,1132.684,Reg,5,RightCorrect,    0.949,
6485,1132.686,Exit,19,TrialEnd,Time,
6486,1132.686,Entry,1,Trial,,
6487,1132.686,Reg,1,Trial,  119.000,
6488,1132.688,Exit,1,Trial,Time,
6489,1132.688,Entry,2,ITI,,
6490,1132.688,Reg,6,ITItime, 2868.063,
6491,1135.557,Exit,2,ITI,Time,
6492,1135.557,Entry,3,Wait,,
6493,1136.057,Exit,3,Wait,Time,
6494,1136.057,List,,TrialType10,    4.000,
6495,1136.057,Entry,4,CueLeft,,
6496,1136.157,Exit,4,CueLeft,Time,
6497,1136.157,Entry,5,DeadLeft,,
6498,1136.257,Exit,5,DeadLeft,Time,
6499,1136.257,Entry,6,WaitForLickLeft,,
6500,1136.518,Input,5,On1B1,,
6501,1136.518,Exit,6,WaitForLickLeft,5,
6502,1136.518,Entry,7,HitLeft,,
6503,1136.519,Exit,7,HitLeft,Time,
6504,1136.519,Entry,16,WaterOut,,
6505,1136.579,Input,37,Off1B1,,
6506,1136.594,Exit,16,WaterOut,Time,
6507,1136.594,Entry,17,WaterConsumption,,
6508,1136.594,Reg,14,CupUp, 1925.000,
6509,1138.520,Exit,17,WaterConsumption,Time,
6510,1138.520,Entry,19,TrialEnd,,
6511,1138.520,Reg,3,ActionRate,    0.992,
6512,1138.520,Reg,4,LeftCorrect,    0.983,
6513,1138.520,Reg,5,RightCorrect,    0.949,
6514,1138.521,Exit,19,TrialEnd,Time,
6515,1138.521,Entry,1,Trial,,
6516,1138.521,Reg,1,Trial,  120.000,
6517,1138.523,Exit,1,Trial,Time,
6518,1138.523,Entry,2,ITI,,
6519,1138.523,Reg,6,ITItime, 2055.635,
6520,1140.579,Exit,2,ITI,Time,
6521,1140.579,Entry,3,Wait,,
6522,1141.079,Exit,3,Wait,Time,
6523,1141.079,List,,TrialType10,    4.000,
6524,1141.079,Entry,4,CueLeft,,
6525,1141.180,Exit,4,CueLeft,Time,
6526,1141.180,Entry,5,DeadLeft,,
6527,1141.280,Exit,5,DeadLeft,Time,
6528,1141.280,Entry,6,WaitForLickLeft,,
6529,1141.854,Input,5,On1B1,,
6530,1141.854,Exit,6,WaitForLickLeft,5,
6531,1141.854,Entry,7,HitLeft,,
6532,1141.856,Exit,7,HitLeft,Time,
6533,1141.856,Entry,16,WaterOut,,
6534,1141.907,Input,37,Off1B1,,
6535,1141.931,Exit,16,WaterOut,Time,
6536,1141.931,Entry,17,WaterConsumption,,
6537,1141.931,Reg,14,CupUp, 1925.000,
6538,1143.541,Input,6,On1B2,,
6539,1143.603,Input,38,Off1B2,,
6540,1143.723,Input,6,On1B2,,
6541,1143.756,Input,38,Off1B2,,
6542,1143.857,Exit,17,WaterConsumption,Time,
6543,1143.857,Entry,19,TrialEnd,,
6544,1143.857,Reg,3,ActionRate,    0.992,
6545,1143.857,Reg,4,LeftCorrect,    0.983,
6546,1143.857,Reg,5,RightCorrect,    0.949,
6547,1143.859,Exit,19,TrialEnd,Time,
6548,1143.859,Entry,1,Trial,,
6549,1143.859,Reg,1,Trial,  121.000,
6550,1143.860,Exit,1,Trial,Time,
6551,1143.860,Entry,2,ITI,,
6552,1143.860,Reg,6,ITItime, 2763.831,
6553,1146.548,Input,6,On1B2,,
6554,1146.580,Input,38,Off1B2,,
6555,1146.624,Exit,2,ITI,Time,
6556,1146.624,Entry,3,Wait,,
6557,1146.683,Input,6,On1B2,,
6558,1146.683,Exit,3,Wait,6,
6559,1146.683,Entry,18,Punish,,
6560,1146.736,Input,38,Off1B2,,
6561,1147.292,Input,6,On1B2,,
6562,1147.334,Input,38,Off1B2,,
6563,1147.423,Input,6,On1B2,,
6564,1147.485,Input,38,Off1B2,,
6565,1147.683,Exit,18,Punish,Time,
6566,1147.683,Entry,3,Wait,,
6567,1147.843,Input,6,On1B2,,
6568,1147.843,Exit,3,Wait,6,
6569,1147.843,Entry,18,Punish,,
6570,1147.916,Input,38,Off1B2,,
6571,1148.843,Exit,18,Punish,Time,
6572,1148.843,Entry,3,Wait,,
6573,1149.079,Input,6,On1B2,,
6574,1149.079,Exit,3,Wait,6,
6575,1149.079,Entry,18,Punish,,
6576,1149.142,Input,38,Off1B2,,
6577,1149.877,Input,6,On1B2,,
6578,1149.938,Input,38,Off1B2,,
6579,1150.079,Exit,18,Punish,Time,
6580,1150.079,Entry,3,Wait,,
6581,1150.085,Input,6,On1B2,,
6582,1150.085,Exit,3,Wait,6,
6583,1150.085,Entry,18,Punish,,
6584,1150.138,Input,38,Off1B2,,
6585,1150.919,Input,6,On1B2,,
6586,1150.981,Input,38,Off1B2,,
6587,1151.075,Input,6,On1B2,,
6588,1151.085,Exit,18,Punish,Time,
6589,1151.085,Entry,3,Wait,,
6590,1151.146,Input,38,Off1B2,,
6591,1151.585,Exit,3,Wait,Time,
6592,1151.585,List,,TrialType10,    4.000,
6593,1151.585,Entry,4,CueLeft,,
6594,1151.685,Exit,4,CueLeft,Time,
6595,1151.685,Entry,5,DeadLeft,,
6596,1151.785,Exit,5,DeadLeft,Time,
6597,1151.785,Entry,6,WaitForLickLeft,,
6598,1152.534,Input,5,On1B1,,
6599,1152.534,Exit,6,WaitForLickLeft,5,
6600,1152.534,Entry,7,HitLeft,,
6601,1152.535,Exit,7,HitLeft,Time,
6602,1152.535,Entry,16,WaterOut,,
6603,1152.576,Input,37,Off1B1,,
6604,1152.610,Exit,16,WaterOut,Time,
6605,1152.610,Entry,17,WaterConsumption,,
6606,1152.610,Reg,14,CupUp, 1925.000,
6607,1153.993,Input,5,On1B1,,
6608,1154.096,Input,37,Off1B1,,
6609,1154.538,Exit,17,WaterConsumption,Time,
6610,1154.538,Entry,19,TrialEnd,,
6611,1154.538,Reg,3,ActionRate,    0.992,
6612,1154.538,Reg,4,LeftCorrect,    0.984,
6613,1154.538,Reg,5,RightCorrect,    0.949,
6614,1154.539,Exit,19,TrialEnd,Time,
6615,1154.539,Entry,1,Trial,,
6616,1154.539,Reg,1,Trial,  122.000,
6617,1154.541,Exit,1,Trial,Time,
6618,1154.541,Entry,2,ITI,,
6619,1154.541,Reg,6,ITItime, 2092.936,
6620,1156.634,Exit,2,ITI,Time,
6621,1156.634,Entry,3,Wait,,
6622,1157.135,Exit,3,Wait,Time,
6623,1157.135,List,,TrialType10,    9.000,
6624,1157.135,Entry,9,CueRight,,
6625,1157.235,Exit,9,CueRight,Time,
6626,1157.235,Entry,10,DeadRight,,
6627,1157.335,Exit,10,DeadRight,Time,
6628,1157.335,Entry,11,WaitForLickRight,,
6629,1157.436,Input,6,On1B2,,
6630,1157.436,Exit,11,WaitForLickRight,6,
6631,1157.436,Entry,12,HitRight,,
6632,1157.437,Exit,12,HitRight,Time,
6633,1157.437,Entry,16,WaterOut,,
6634,1157.487,Input,38,Off1B2,,
6635,1157.512,Exit,16,WaterOut,Time,
6636,1157.512,Entry,17,WaterConsumption,,
6637,1157.512,Reg,14,CupUp, 1925.000,
6638,1158.322,Input,6,On1B2,,
6639,1158.354,Input,38,Off1B2,,
6640,1158.488,Input,5,On1B1,,
6641,1158.550,Input,37,Off1B1,,
6642,1159.438,Exit,17,WaterConsumption,Time,
6643,1159.438,Entry,19,TrialEnd,,
6644,1159.438,Reg,3,ActionRate,    0.992,
6645,1159.438,Reg,4,LeftCorrect,    0.984,
6646,1159.438,Reg,5,RightCorrect,    0.950,
6647,1159.439,Exit,19,TrialEnd,Time,
6648,1159.439,Entry,1,Trial,,
6649,1159.439,Reg,1,Trial,  123.000,
6650,1159.441,Exit,1,Trial,Time,
6651,1159.441,Entry,2,ITI,,
6652,1159.441,Reg,6,ITItime, 3733.508,
6653,1162.312,Input,6,On1B2,,
6654,1162.373,Input,38,Off1B2,,
6655,1162.554,Input,6,On1B2,,
6656,1162.605,Input,38,Off1B2,,
6657,1163.175,Exit,2,ITI,Time,
6658,1163.175,Entry,3,Wait,,
6659,1163.648,Input,6,On1B2,,
6660,1163.648,Exit,3,Wait,6,
6661,1163.648,Entry,18,Punish,,
6662,1163.709,Input,38,Off1B2,,
6663,1164.509,Input,6,On1B2,,
6664,1164.560,Input,38,Off1B2,,
6665,1164.648,Exit,18,Punish,Time,
6666,1164.648,Entry,3,Wait,,
6667,1164.660,Input,6,On1B2,,
6668,1164.660,Exit,3,Wait,6,
6669,1164.660,Entry,18,Punish,,
6670,1164.711,Input,38,Off1B2,,
6671,1165.458,Input,6,On1B2,,
6672,1165.521,Input,38,Off1B2,,
6673,1165.660,Exit,18,Punish,Time,
6674,1165.660,Entry,3,Wait,,
6675,1166.160,Exit,3,Wait,Time,
6676,1166.160,List,,TrialType10,    4.000,
6677,1166.160,Entry,4,CueLeft,,
6678,1166.260,Exit,4,CueLeft,Time,
6679,1166.260,Entry,5,DeadLeft,,
6680,1166.360,Exit,5,DeadLeft,Time,
6681,1166.360,Entry,6,WaitForLickLeft,,
6682,1166.883,Input,5,On1B1,,
6683,1166.883,Exit,6,WaitForLickLeft,5,
6684,1166.883,Entry,7,HitLeft,,
6685,1166.884,Exit,7,HitLeft,Time,
6686,1166.884,Entry,16,WaterOut,,
6687,1166.934,Input,37,Off1B1,,
6688,1166.959,Exit,16,WaterOut,Time,
6689,1166.959,Entry,17,WaterConsumption,,
6690,1166.959,Reg,14,CupUp, 1925.000,
6691,1168.886,Exit,17,WaterConsumption,Time,
6692,1168.886,Entry,19,TrialEnd,,
6693,1168.886,Reg,3,ActionRate,    0.992,
6694,1168.886,Reg,4,LeftCorrect,    0.984,
6695,1168.886,Reg,5,RightCorrect,    0.950,
6696,1168.887,Exit,19,TrialEnd,Time,
6697,1168.887,Entry,1,Trial,,
6698,1168.887,Reg,1,Trial,  124.000,
6699,1168.889,Exit,1,Trial,Time,
6700,1168.889,Entry,2,ITI,,
6701,1168.889,Reg,6,ITItime, 3994.044,
6702,1168.932,Input,5,On1B1,,
6703,1168.984,Input,37,Off1B1,,
6704,1172.268,Input,6,On1B2,,
6705,1172.331,Input,38,Off1B2,,
6706,1172.885,Exit,2,ITI,Time,
6707,1172.885,Entry,3,Wait,,
6708,1173.280,Input,6,On1B2,,
6709,1173.280,Exit,3,Wait,6,
6710,1173.280,Entry,18,Punish,,
6711,1173.331,Input,38,Off1B2,,
6712,1174.160,Input,6,On1B2,,
6713,1174.222,Input,38,Off1B2,,
6714,1174.280,Exit,18,Punish,Time,
6715,1174.280,Entry,3,Wait,,
6716,1174.780,Exit,3,Wait,Time,
6717,1174.780,List,,TrialType10,    9.000,
6718,1174.780,Entry,9,CueRight,,
6719,1174.880,Exit,9,CueRight,Time,
6720,1174.880,Entry,10,DeadRight,,
6721,1174.980,Exit,10,DeadRight,Time,
6722,1174.980,Entry,11,WaitForLickRight,,
6723,1175.140,Input,6,On1B2,,
6724,1175.140,Exit,11,WaitForLickRight,6,
6725,1175.140,Entry,12,HitRight,,
6726,1175.142,Exit,12,HitRight,Time,
6727,1175.142,Entry,16,WaterOut,,
6728,1175.192,Input,38,Off1B2,,
6729,1175.217,Exit,16,WaterOut,Time,
6730,1175.217,Entry,17,WaterConsumption,,
6731,1175.217,Reg,14,CupUp, 1925.000,
6732,1175.329,Input,6,On1B2,,
6733,1175.421,Input,38,Off1B2,,
6734,1177.143,Exit,17,WaterConsumption,Time,
6735,1177.143,Entry,19,TrialEnd,,
6736,1177.143,Reg,3,ActionRate,    0.992,
6737,1177.143,Reg,4,LeftCorrect,    0.984,
6738,1177.143,Reg,5,RightCorrect,    0.951,
6739,1177.144,Exit,19,TrialEnd,Time,
6740,1177.144,Entry,1,Trial,,
6741,1177.144,Reg,1,Trial,  125.000,
6742,1177.145,Exit,1,Trial,Time,
6743,1177.145,Entry,2,ITI,,
6744,1177.145,Reg,6,ITItime, 3909.259,
6745,1180.446,Input,6,On1B2,,
6746,1180.489,Input,38,Off1B2,,
6747,1180.594,Input,6,On1B2,,
6748,1180.646,Input,38,Off1B2,,
6749,1181.056,Exit,2,ITI,Time,
6750,1181.056,Entry,3,Wait,,
6751,1181.414,Input,6,On1B2,,
6752,1181.414,Exit,3,Wait,6,
6753,1181.414,Entry,18,Punish,,
6754,1181.466,Input,38,Off1B2,,
6755,1181.617,Input,6,On1B2,,
6756,1181.690,Input,38,Off1B2,,
6757,1182.250,Input,6,On1B2,,
6758,1182.303,Input,38,Off1B2,,
6759,1182.397,Input,6,On1B2,,
6760,1182.414,Exit,18,Punish,Time,
6761,1182.414,Entry,3,Wait,,
6762,1182.459,Input,38,Off1B2,,
6763,1182.914,Exit,3,Wait,Time,
6764,1182.914,List,,TrialType10,    9.000,
6765,1182.914,Entry,9,CueRight,,
6766,1183.015,Exit,9,CueRight,Time,
6767,1183.015,Entry,10,DeadRight,,
6768,1183.115,Exit,10,DeadRight,Time,
6769,1183.115,Entry,11,WaitForLickRight,,
6770,1183.368,Input,6,On1B2,,
6771,1183.368,Exit,11,WaitForLickRight,6,
6772,1183.368,Entry,12,HitRight,,
6773,1183.369,Exit,12,HitRight,Time,
6774,1183.369,Entry,16,WaterOut,,
6775,1183.440,Input,38,Off1B2,,
6776,1183.444,Exit,16,WaterOut,Time,
6777,1183.444,Entry,17,WaterConsumption,,
6778,1183.444,Reg,14,CupUp, 1925.000,
6779,1183.552,Input,6,On1B2,,
6780,1183.634,Input,38,Off1B2,,
6781,1184.147,Input,6,On1B2,,
6782,1184.189,Input,38,Off1B2,,
6783,1184.450,Input,6,On1B2,,
6784,1184.502,Input,38,Off1B2,,
6785,1185.293,Input,6,On1B2,,
6786,1185.356,Input,38,Off1B2,,
6787,1185.370,Exit,17,WaterConsumption,Time,
6788,1185.370,Entry,19,TrialEnd,,
6789,1185.370,Reg,3,ActionRate,    0.992,
6790,1185.370,Reg,4,LeftCorrect,    0.984,
6791,1185.370,Reg,5,RightCorrect,    0.952,
6792,1185.371,Exit,19,TrialEnd,Time,
6793,1185.371,Entry,1,Trial,,
6794,1185.371,Reg,1,Trial,  126.000,
6795,1185.373,Exit,1,Trial,Time,
6796,1185.373,Entry,2,ITI,,
6797,1185.373,Reg,6,ITItime, 3594.777,
6798,1185.470,Input,6,On1B2,,
6799,1185.511,Input,38,Off1B2,,
6800,1188.352,Input,6,On1B2,,
6801,1188.405,Input,38,Off1B2,,
6802,1188.535,Input,6,On1B2,,
6803,1188.587,Input,38,Off1B2,,
6804,1188.968,Exit,2,ITI,Time,
6805,1188.968,Entry,3,Wait,,
6806,1189.383,Input,6,On1B2,,
6807,1189.383,Exit,3,Wait,6,
6808,1189.383,Entry,18,Punish,,
6809,1189.445,Input,38,Off1B2,,
6810,1189.540,Input,6,On1B2,,
6811,1189.601,Input,38,Off1B2,,
6812,1190.125,Input,6,On1B2,,
6813,1190.187,Input,38,Off1B2,,
6814,1190.261,Input,6,On1B2,,
6815,1190.322,Input,38,Off1B2,,
6816,1190.383,Exit,18,Punish,Time,
6817,1190.383,Entry,3,Wait,,
6818,1190.883,Exit,3,Wait,Time,
6819,1190.883,List,,TrialType10,    4.000,
6820,1190.883,Entry,4,CueLeft,,
6821,1190.983,Exit,4,CueLeft,Time,
6822,1190.983,Entry,5,DeadLeft,,
6823,1191.083,Exit,5,DeadLeft,Time,
6824,1191.083,Entry,6,WaitForLickLeft,,
6825,1191.642,Input,5,On1B1,,
6826,1191.642,Exit,6,WaitForLickLeft,5,
6827,1191.642,Entry,7,HitLeft,,
6828,1191.643,Exit,7,HitLeft,Time,
6829,1191.643,Entry,16,WaterOut,,
6830,1191.693,Input,37,Off1B1,,
6831,1191.718,Exit,16,WaterOut,Time,
6832,1191.718,Entry,17,WaterConsumption,,
6833,1191.718,Reg,14,CupUp, 1925.000,
6834,1192.946,Input,6,On1B2,,
6835,1192.987,Input,38,Off1B2,,
6836,1193.645,Exit,17,WaterConsumption,Time,
6837,1193.645,Entry,19,TrialEnd,,
6838,1193.645,Reg,3,ActionRate,    0.992,
6839,1193.645,Reg,4,LeftCorrect,    0.984,
6840,1193.645,Reg,5,RightCorrect,    0.952,
6841,1193.646,Exit,19,TrialEnd,Time,
6842,1193.646,Entry,1,Trial,,
6843,1193.646,Reg,1,Trial,  127.000,
6844,1193.647,Exit,1,Trial,Time,
6845,1193.647,Entry,2,ITI,,
6846,1193.647,Reg,6,ITItime, 2381.490,
6847,1196.030,Exit,2,ITI,Time,
6848,1196.030,Entry,3,Wait,,
6849,1196.531,Exit,3,Wait,Time,
6850,1196.531,List,,TrialType10,    9.000,
6851,1196.531,Entry,9,CueRight,,
6852,1196.631,Exit,9,CueRight,Time,
6853,1196.631,Entry,10,DeadRight,,
6854,1196.732,Exit,10,DeadRight,Time,
6855,1196.732,Entry,11,WaitForLickRight,,
6856,1197.103,Input,6,On1B2,,
6857,1197.103,Exit,11,WaitForLickRight,6,
6858,1197.103,Entry,12,HitRight,,
6859,1197.104,Exit,12,HitRight,Time,
6860,1197.104,Entry,16,WaterOut,,
6861,1197.164,Input,38,Off1B2,,
6862,1197.179,Exit,16,WaterOut,Time,
6863,1197.179,Entry,17,WaterConsumption,,
6864,1197.179,Reg,14,CupUp, 1925.000,
6865,1197.282,Input,6,On1B2,,
6866,1197.374,Input,38,Off1B2,,
6867,1197.768,Input,6,On1B2,,
6868,1197.821,Input,38,Off1B2,,
6869,1199.105,Exit,17,WaterConsumption,Time,
6870,1199.105,Entry,19,TrialEnd,,
6871,1199.105,Reg,3,ActionRate,    0.992,
6872,1199.105,Reg,4,LeftCorrect,    0.984,
6873,1199.105,Reg,5,RightCorrect,    0.952,
6874,1199.107,Exit,19,TrialEnd,Time,
6875,1199.107,Entry,1,Trial,,
6876,1199.107,Reg,1,Trial,  128.000,
6877,1199.108,Exit,1,Trial,Time,
6878,1199.108,Entry,2,ITI,,
6879,1199.108,Reg,6,ITItime, 2107.897,
6880,1201.216,Exit,2,ITI,Time,
6881,1201.216,Entry,3,Wait,,
6882,1201.716,Exit,3,Wait,Time,
6883,1201.716,List,,TrialType10,    9.000,
6884,1201.716,Entry,9,CueRight,,
6885,1201.816,Exit,9,CueRight,Time,
6886,1201.816,Entry,10,DeadRight,,
6887,1201.917,Exit,10,DeadRight,Time,
