,,Subject,,,fz098,
5664,938.324,Reg,19,ProbeLeftCorrect,    0.833,
5665,938.324,Reg,20,ProbeRightCorrect,    1.000,
5666,938.326,Exit,36,ProbeTrialEnd,Time,
5667,938.326,Entry,20,ProbeTrial,,
5668,938.327,Exit,20,ProbeTrial,Time,
5669,938.327,Entry,21,ProbeITI,,
5670,938.327,Reg,6,ITItime, 2732.073,
5671,940.462,Input,6,On1B2,,
5672,940.534,Input,38,Off1B2,,
5673,941.061,Exit,21,ProbeITI,Time,
5674,941.061,Entry,22,ProbeWait,,
5675,941.100,Input,6,On1B2,,
5676,941.100,Exit,22,ProbeWait,6,
5677,941.100,Entry,35,ProbePunish,,
5678,941.192,Input,38,Off1B2,,
5679,941.617,Input,6,On1B2,,
5680,941.701,Input,38,Off1B2,,
5681,942.100,Exit,35,ProbePunish,Time,
5682,942.100,Entry,22,ProbeWait,,
5683,942.601,Exit,22,ProbeWait,Time,
5684,942.601,List,,ProbeTrialType4,   28.000,
5685,942.601,Entry,28,ProbeCueRight,,
5686,942.701,Exit,28,ProbeCueRight,Time,
5687,942.701,Entry,29,ProbeDeadRight,,
5688,942.802,Exit,29,ProbeDeadRight,Time,
5689,942.802,Entry,30,ProbeWaitForLickRight,,
5690,942.847,Input,6,On1B2,,
5691,942.847,Exit,30,ProbeWaitForLickRight,6,
5692,942.847,Entry,31,ProbeHitRight,,
5693,942.919,Input,38,Off1B2,,
5694,944.848,Exit,31,ProbeHitRight,Time,
5695,944.848,Entry,36,ProbeTrialEnd,,
5696,944.848,Reg,18,ProbeActionRate,    1.000,
5697,944.848,Reg,19,ProbeLeftCorrect,    0.833,
5698,944.848,Reg,20,ProbeRightCorrect,    1.000,
5699,944.850,Exit,36,ProbeTrialEnd,Time,
5700,944.850,Entry,20,ProbeTrial,,
5701,944.851,Exit,20,ProbeTrial,Time,
5702,944.851,Entry,21,ProbeITI,,
5703,944.851,Reg,6,ITItime, 3102.993,
5704,947.954,Exit,21,ProbeITI,Time,
5705,947.954,Entry,22,ProbeWait,,
5706,948.454,Exit,22,ProbeWait,Time,
5707,948.454,List,,ProbeTrialType4,   28.000,
5708,948.454,Entry,28,ProbeCueRight,,
5709,948.554,Exit,28,ProbeCueRight,Time,
5710,948.554,Entry,29,ProbeDeadRight,,
5711,948.655,Exit,29,ProbeDeadRight,Time,
5712,948.655,Entry,30,ProbeWaitForLickRight,,
5713,951.156,Exit,30,ProbeWaitForLickRight,Time,
5714,951.156,Entry,34,ProbeMissRight,,
5715,951.896,Input,6,On1B2,,
5716,951.969,Input,38,Off1B2,,
5717,958.156,Exit,34,ProbeMissRight,Time,
5718,958.156,Entry,36,ProbeTrialEnd,,
5719,958.156,Reg,18,ProbeActionRate,    0.923,
5720,958.156,Reg,19,ProbeLeftCorrect,    0.833,
5721,958.156,Reg,20,ProbeRightCorrect,    1.000,
5722,958.158,Exit,36,ProbeTrialEnd,Time,
5723,958.158,Entry,20,ProbeTrial,,
5724,958.159,Exit,20,ProbeTrial,Time,
5725,958.159,Entry,21,ProbeITI,,
5726,958.159,Reg,6,ITItime, 2070.750,
5727,960.230,Exit,21,ProbeITI,Time,
5728,960.230,Entry,22,ProbeWait,,
5729,960.730,Exit,22,ProbeWait,Time,
5730,960.730,List,,ProbeTrialType4,   28.000,
5731,960.730,Entry,28,ProbeCueRight,,
5732,960.830,Exit,28,ProbeCueRight,Time,
5733,960.830,Entry,29,ProbeDeadRight,,
5734,960.930,Exit,29,ProbeDeadRight,Time,
5735,960.930,Entry,30,ProbeWaitForLickRight,,
5736,963.431,Exit,30,ProbeWaitForLickRight,Time,
5737,963.431,Entry,34,ProbeMissRight,,
5738,970.075,Input,6,On1B2,,
5739,970.157,Input,38,Off1B2,,
5740,970.431,Exit,34,ProbeMissRight,Time,
5741,970.431,Entry,36,ProbeTrialEnd,,
5742,970.431,Reg,18,ProbeActionRate,    0.857,
5743,970.431,Reg,19,ProbeLeftCorrect,    0.833,
5744,970.431,Reg,20,ProbeRightCorrect,    1.000,
5745,970.433,Exit,36,ProbeTrialEnd,Time,
5746,970.433,Entry,20,ProbeTrial,,
5747,970.434,Exit,20,ProbeTrial,Time,
5748,970.434,Entry,21,ProbeITI,,
5749,970.434,Reg,6,ITItime, 2241.163,
5750,971.601,Input,6,On1B2,,
5751,971.663,Input,38,Off1B2,,
5752,972.676,Exit,21,ProbeITI,Time,
5753,972.676,Entry,22,ProbeWait,,
5754,973.176,Exit,22,ProbeWait,Time,
5755,973.176,List,,ProbeTrialType4,   23.000,
5756,973.176,Entry,23,ProbeCueLeft,,
5757,973.276,Exit,23,ProbeCueLeft,Time,
5758,973.276,Entry,24,ProbeDeadLeft,,
5759,973.377,Exit,24,ProbeDeadLeft,Time,
5760,973.377,Entry,25,ProbeWaitForLickLeft,,
5761,974.052,Input,5,On1B1,,
5762,974.052,Exit,25,ProbeWaitForLickLeft,5,
5763,974.052,Entry,26,ProbeHitLeft,,
5764,974.103,Input,37,Off1B1,,
5765,974.181,Input,6,On1B2,,
5766,974.243,Input,38,Off1B2,,
5767,974.367,Input,6,On1B2,,
5768,974.439,Input,38,Off1B2,,
5769,976.054,Exit,26,ProbeHitLeft,Time,
5770,976.054,Entry,36,ProbeTrialEnd,,
5771,976.054,Reg,18,ProbeActionRate,    0.867,
5772,976.054,Reg,19,ProbeLeftCorrect,    0.857,
5773,976.054,Reg,20,ProbeRightCorrect,    1.000,
5774,976.055,Exit,36,ProbeTrialEnd,Time,
5775,976.055,Entry,20,ProbeTrial,,
5776,976.056,Exit,20,ProbeTrial,Time,
5777,976.056,Entry,21,ProbeITI,,
5778,976.056,Reg,6,ITItime, 2972.672,
5779,979.029,Exit,21,ProbeITI,Time,
5780,979.029,Entry,22,ProbeWait,,
5781,979.529,Exit,22,ProbeWait,Time,
5782,979.529,List,,ProbeTrialType4,   23.000,
5783,979.529,Entry,23,ProbeCueLeft,,
5784,979.629,Exit,23,ProbeCueLeft,Time,
5785,979.629,Entry,24,ProbeDeadLeft,,
5786,979.729,Exit,24,ProbeDeadLeft,Time,
5787,979.729,Entry,25,ProbeWaitForLickLeft,,
5788,979.842,Input,6,On1B2,,
5789,979.842,Exit,25,ProbeWaitForLickLeft,6,
5790,979.842,Entry,27,ProbeFalseLeft,,
5791,979.894,Input,38,Off1B2,,
5792,980.009,Input,5,On1B1,,
5793,980.051,Input,37,Off1B1,,
5794,980.178,Input,6,On1B2,,
5795,980.241,Input,38,Off1B2,,
5796,984.844,Exit,27,ProbeFalseLeft,Time,
5797,984.844,Entry,36,ProbeTrialEnd,,
5798,984.844,Reg,18,ProbeActionRate,    0.875,
5799,984.844,Reg,19,ProbeLeftCorrect,    0.750,
5800,984.844,Reg,20,ProbeRightCorrect,    1.000,
5801,984.845,Exit,36,ProbeTrialEnd,Time,
5802,984.845,Entry,20,ProbeTrial,,
5803,984.847,Exit,20,ProbeTrial,Time,
5804,984.847,Entry,21,ProbeITI,,
5805,984.847,Reg,6,ITItime, 2546.939,
5806,987.394,Exit,21,ProbeITI,Time,
5807,987.394,Entry,22,ProbeWait,,
5808,987.895,Exit,22,ProbeWait,Time,
5809,987.895,List,,ProbeTrialType4,   28.000,
5810,987.895,Entry,28,ProbeCueRight,,
5811,987.995,Exit,28,ProbeCueRight,Time,
5812,987.995,Entry,29,ProbeDeadRight,,
5813,988.095,Exit,29,ProbeDeadRight,Time,
5814,988.095,Entry,30,ProbeWaitForLickRight,,
5815,990.596,Exit,30,ProbeWaitForLickRight,Time,
5816,990.596,Entry,34,ProbeMissRight,,
5817,992.157,Input,6,On1B2,,
5818,992.229,Input,38,Off1B2,,
5819,992.344,Input,6,On1B2,,
5820,992.416,Input,38,Off1B2,,
5821,992.893,Input,6,On1B2,,
5822,992.967,Input,38,Off1B2,,
5823,997.403,Input,6,On1B2,,
5824,997.456,Input,38,Off1B2,,
5825,997.596,Exit,34,ProbeMissRight,Time,
5826,997.596,Entry,36,ProbeTrialEnd,,
5827,997.596,Reg,18,ProbeActionRate,    0.824,
5828,997.596,Reg,19,ProbeLeftCorrect,    0.750,
5829,997.596,Reg,20,ProbeRightCorrect,    1.000,
5830,997.597,Exit,36,ProbeTrialEnd,Time,
5831,997.597,Entry,20,ProbeTrial,,
5832,997.599,Exit,20,ProbeTrial,Time,
5833,997.599,Entry,21,ProbeITI,,
5834,997.599,Reg,6,ITItime, 2672.075,
5835,997.784,Input,6,On1B2,,
5836,997.846,Input,38,Off1B2,,
5837,1000.272,Exit,21,ProbeITI,Time,
5838,1000.272,Entry,22,ProbeWait,,
5839,1000.772,Exit,22,ProbeWait,Time,
5840,1000.772,List,,ProbeTrialType4,   23.000,
5841,1000.772,Entry,23,ProbeCueLeft,,
5842,1000.872,Exit,23,ProbeCueLeft,Time,
5843,1000.872,Entry,24,ProbeDeadLeft,,
5844,1000.972,Exit,24,ProbeDeadLeft,Time,
5845,1000.972,Entry,25,ProbeWaitForLickLeft,,
5846,1001.731,Input,6,On1B2,,
5847,1001.731,Exit,25,ProbeWaitForLickLeft,6,
5848,1001.731,Entry,27,ProbeFalseLeft,,
5849,1001.813,Input,38,Off1B2,,
5850,1002.045,Input,5,On1B1,,
5851,1002.086,Input,37,Off1B1,,
5852,1002.281,Input,6,On1B2,,
5853,1002.372,Input,38,Off1B2,,
5854,1003.121,Input,6,On1B2,,
5855,1003.214,Input,38,Off1B2,,
5856,1006.732,Exit,27,ProbeFalseLeft,Time,
5857,1006.732,Entry,36,ProbeTrialEnd,,
5858,1006.732,Reg,18,ProbeActionRate,    0.833,
5859,1006.732,Reg,19,ProbeLeftCorrect,    0.667,
5860,1006.732,Reg,20,ProbeRightCorrect,    1.000,
5861,1006.734,Exit,36,ProbeTrialEnd,Time,
5862,1006.734,Entry,20,ProbeTrial,,
5863,1006.735,Exit,20,ProbeTrial,Time,
5864,1006.735,Entry,21,ProbeITI,,
5865,1006.735,Reg,6,ITItime, 3076.184,
5866,1009.812,Exit,21,ProbeITI,Time,
5867,1009.812,Entry,22,ProbeWait,,
5868,1010.312,Exit,22,ProbeWait,Time,
5869,1010.312,List,,ProbeTrialType4,   28.000,
5870,1010.312,Entry,28,ProbeCueRight,,
5871,1010.412,Exit,28,ProbeCueRight,Time,
5872,1010.412,Entry,29,ProbeDeadRight,,
5873,1010.512,Exit,29,ProbeDeadRight,Time,
5874,1010.512,Entry,30,ProbeWaitForLickRight,,
5875,1013.013,Exit,30,ProbeWaitForLickRight,Time,
5876,1013.013,Entry,34,ProbeMissRight,,
5877,1020.013,Exit,34,ProbeMissRight,Time,
5878,1020.013,Entry,36,ProbeTrialEnd,,
5879,1020.013,Reg,18,ProbeActionRate,    0.789,
5880,1020.013,Reg,19,ProbeLeftCorrect,    0.667,
5881,1020.013,Reg,20,ProbeRightCorrect,    1.000,
5882,1020.014,Exit,36,ProbeTrialEnd,Time,
5883,1020.014,Entry,20,ProbeTrial,,
5884,1020.015,Exit,20,ProbeTrial,Time,
5885,1020.015,Entry,21,ProbeITI,,
5886,1020.015,Reg,6,ITItime, 3218.012,
5887,1023.234,Exit,21,ProbeITI,Time,
5888,1023.234,Entry,22,ProbeWait,,
5889,1023.734,Exit,22,ProbeWait,Time,
5890,1023.734,List,,ProbeTrialType4,   23.000,
5891,1023.734,Entry,23,ProbeCueLeft,,
5892,1023.834,Exit,23,ProbeCueLeft,Time,
5893,1023.834,Entry,24,ProbeDeadLeft,,
5894,1023.934,Exit,24,ProbeDeadLeft,Time,
5895,1023.934,Entry,25,ProbeWaitForLickLeft,,
5896,1024.501,Input,6,On1B2,,
5897,1024.501,Exit,25,ProbeWaitForLickLeft,6,
5898,1024.501,Entry,27,ProbeFalseLeft,,
5899,1024.562,Input,38,Off1B2,,
5900,1025.206,Input,6,On1B2,,
5901,1025.278,Input,38,Off1B2,,
5902,1029.502,Exit,27,ProbeFalseLeft,Time,
5903,1029.502,Entry,36,ProbeTrialEnd,,
5904,1029.502,Reg,18,ProbeActionRate,    0.800,
5905,1029.502,Reg,19,ProbeLeftCorrect,    0.600,
5906,1029.502,Reg,20,ProbeRightCorrect,    1.000,
5907,1029.503,Exit,36,ProbeTrialEnd,Time,
5908,1029.503,Entry,20,ProbeTrial,,
5909,1029.505,Exit,20,ProbeTrial,Entry,
5910,1029.505,Entry,37,ProbeEnd,,
5911,1029.505,Reg,17,ProbeFlag,    1.000,
5912,1029.506,Exit,37,ProbeEnd,Time,
5913,1029.506,Entry,1,Trial,,
5914,1029.506,Reg,1,Trial,  108.000,
5915,1029.507,Exit,1,Trial,Time,
5916,1029.507,Entry,2,ITI,,
5917,1029.507,Reg,6,ITItime, 3708.033,
5918,1033.216,Exit,2,ITI,Time,
5919,1033.216,Entry,3,Wait,,
5920,1033.716,Exit,3,Wait,Time,
5921,1033.716,List,,TrialType10,    4.000,
5922,1033.716,Entry,4,CueLeft,,
5923,1033.816,Exit,4,CueLeft,Time,
5924,1033.816,Entry,5,DeadLeft,,
5925,1033.916,Exit,5,DeadLeft,Time,
5926,1033.916,Entry,6,WaitForLickLeft,,
5927,1034.394,Input,6,On1B2,,
5928,1034.394,Exit,6,WaitForLickLeft,6,
5929,1034.394,Entry,8,FalseLeft,,
5930,1034.476,Input,38,Off1B2,,
5931,1036.842,Input,6,On1B2,,
5932,1036.893,Input,38,Off1B2,,
5933,1039.396,Exit,8,FalseLeft,Time,
5934,1039.396,Entry,19,TrialEnd,,
5935,1039.396,Reg,3,ActionRate,    1.000,
5936,1039.396,Reg,4,LeftCorrect,    0.982,
5937,1039.396,Reg,5,RightCorrect,    0.943,
5938,1039.397,Exit,19,TrialEnd,Time,
5939,1039.397,Entry,1,Trial,,
5940,1039.397,Reg,1,Trial,  109.000,
5941,1039.398,Exit,1,Trial,Time,
5942,1039.398,Entry,2,ITI,,
5943,1039.398,Reg,6,ITItime, 3647.397,
5944,1043.047,Exit,2,ITI,Time,
5945,1043.047,Entry,3,Wait,,
5946,1043.547,Exit,3,Wait,Time,
5947,1043.547,List,,TrialType10,    9.000,
5948,1043.547,Entry,9,CueRight,,
5949,1043.647,Exit,9,CueRight,Time,
5950,1043.647,Entry,10,DeadRight,,
5951,1043.748,Exit,10,DeadRight,Time,
5952,1043.748,Entry,11,WaitForLickRight,,
5953,1046.249,Exit,11,WaitForLickRight,Time,
5954,1046.249,Entry,15,MissRight,,
5955,1048.925,Input,6,On1B2,,
5956,1048.945,Input,5,On1B1,,
5957,1049.057,Input,38,Off1B2,,
5958,1049.078,Input,37,Off1B1,,
5959,1049.127,Input,6,On1B2,,
5960,1049.157,Input,5,On1B1,,
5961,1049.258,Input,37,Off1B1,,
5962,1049.268,Input,38,Off1B2,,
5963,1049.376,Input,6,On1B2,,
5964,1049.405,Input,5,On1B1,,
5965,1049.447,Input,37,Off1B1,,
5966,1049.558,Input,38,Off1B2,,
5967,1049.665,Input,6,On1B2,,
5968,1049.847,Input,38,Off1B2,,
5969,1050.725,Input,6,On1B2,,
5970,1050.796,Input,38,Off1B2,,
5971,1051.212,Input,6,On1B2,,
5972,1051.455,Input,38,Off1B2,,
5973,1051.786,Input,6,On1B2,,
5974,1051.858,Input,38,Off1B2,,
5975,1052.301,Input,6,On1B2,,
5976,1052.354,Input,38,Off1B2,,
5977,1052.473,Input,6,On1B2,,
5978,1052.545,Input,38,Off1B2,,
5979,1053.208,Input,6,On1B2,,
5980,1053.250,Exit,15,MissRight,Time,
5981,1053.250,Entry,19,TrialEnd,,
5982,1053.250,Reg,3,ActionRate,    0.991,
5983,1053.250,Reg,4,LeftCorrect,    0.982,
5984,1053.250,Reg,5,RightCorrect,    0.943,
5985,1053.251,Exit,19,TrialEnd,Time,
5986,1053.251,Entry,1,Trial,,
5987,1053.251,Reg,1,Trial,  110.000,
5988,1053.252,Exit,1,Trial,Time,
5989,1053.252,Entry,2,ITI,,
5990,1053.252,Reg,6,ITItime, 2033.777,
5991,1053.290,Input,38,Off1B2,,
5992,1053.917,Input,6,On1B2,,
5993,1053.968,Input,38,Off1B2,,
5994,1054.103,Input,6,On1B2,,
5995,1054.176,Input,38,Off1B2,,
5996,1054.986,Input,6,On1B2,,
5997,1055.039,Input,38,Off1B2,,
5998,1055.210,Input,6,On1B2,,
5999,1055.272,Input,38,Off1B2,,
6000,1055.286,Exit,2,ITI,Time,
6001,1055.286,Entry,3,Wait,,
6002,1055.786,Exit,3,Wait,Time,
6003,1055.786,List,,TrialType10,    9.000,
6004,1055.786,Entry,9,CueRight,,
6005,1055.887,Exit,9,CueRight,Time,
6006,1055.887,Entry,10,DeadRight,,
6007,1055.987,Exit,10,DeadRight,Time,
6008,1055.987,Entry,11,WaitForLickRight,,
6009,1056.006,Input,6,On1B2,,
6010,1056.006,Exit,11,WaitForLickRight,6,
6011,1056.006,Entry,12,HitRight,,
6012,1056.008,Exit,12,HitRight,Time,
6013,1056.008,Entry,16,WaterOut,,
6014,1056.079,Input,38,Off1B2,,
6015,1056.083,Exit,16,WaterOut,Time,
6016,1056.083,Entry,17,WaterConsumption,,
6017,1056.083,Reg,14,CupUp, 1925.000,
6018,1058.009,Exit,17,WaterConsumption,Time,
6019,1058.009,Entry,19,TrialEnd,,
6020,1058.009,Reg,3,ActionRate,    0.991,
6021,1058.009,Reg,4,LeftCorrect,    0.982,
6022,1058.009,Reg,5,RightCorrect,    0.944,
6023,1058.011,Exit,19,TrialEnd,Time,
6024,1058.011,Entry,1,Trial,,
6025,1058.011,Reg,1,Trial,  111.000,
6026,1058.012,Exit,1,Trial,Time,
6027,1058.012,Entry,2,ITI,,
6028,1058.012,Reg,6,ITItime, 2277.528,
6029,1059.759,Input,6,On1B2,,
6030,1059.822,Input,38,Off1B2,,
6031,1060.291,Exit,2,ITI,Time,
6032,1060.291,Entry,3,Wait,,
6033,1060.711,Input,6,On1B2,,
6034,1060.711,Exit,3,Wait,6,
6035,1060.711,Entry,18,Punish,,
6036,1060.773,Input,38,Off1B2,,
6037,1061.350,Input,6,On1B2,,
6038,1061.422,Input,38,Off1B2,,
6039,1061.711,Exit,18,Punish,Time,
6040,1061.711,Entry,3,Wait,,
6041,1062.211,Exit,3,Wait,Time,
6042,1062.211,List,,TrialType10,    9.000,
6043,1062.211,Entry,9,CueRight,,
6044,1062.311,Exit,9,CueRight,Time,
6045,1062.311,Entry,10,DeadRight,,
6046,1062.411,Exit,10,DeadRight,Time,
6047,1062.411,Entry,11,WaitForLickRight,,
6048,1062.581,Input,6,On1B2,,
6049,1062.581,Exit,11,WaitForLickRight,6,
6050,1062.581,Entry,12,HitRight,,
6051,1062.582,Exit,12,HitRight,Time,
6052,1062.582,Entry,16,WaterOut,,
6053,1062.653,Input,38,Off1B2,,
6054,1062.657,Exit,16,WaterOut,Time,
6055,1062.657,Entry,17,WaterConsumption,,
6056,1062.657,Reg,14,CupUp, 1925.000,
6057,1063.732,Input,6,On1B2,,
6058,1063.796,Input,38,Off1B2,,
6059,1064.489,Input,5,On1B1,,
6060,1064.552,Input,37,Off1B1,,
6061,1064.583,Exit,17,WaterConsumption,Time,
6062,1064.583,Entry,19,TrialEnd,,
6063,1064.583,Reg,3,ActionRate,    0.991,
6064,1064.583,Reg,4,LeftCorrect,    0.982,
6065,1064.583,Reg,5,RightCorrect,    0.945,
6066,1064.584,Exit,19,TrialEnd,Time,
6067,1064.584,Entry,1,Trial,,
6068,1064.584,Reg,1,Trial,  112.000,
6069,1064.586,Exit,1,Trial,Time,
6070,1064.586,Entry,2,ITI,,
6071,1064.586,Reg,6,ITItime, 2619.707,
6072,1067.207,Exit,2,ITI,Time,
6073,1067.207,Entry,3,Wait,,
6074,1067.541,Input,6,On1B2,,
6075,1067.541,Exit,3,Wait,6,
6076,1067.541,Entry,18,Punish,,
6077,1067.583,Input,38,Off1B2,,
6078,1067.733,Input,6,On1B2,,
6079,1067.795,Input,38,Off1B2,,
6080,1068.541,Exit,18,Punish,Time,
6081,1068.541,Entry,3,Wait,,
6082,1068.725,Input,6,On1B2,,
6083,1068.725,Exit,3,Wait,6,
6084,1068.725,Entry,18,Punish,,
6085,1068.797,Input,38,Off1B2,,
6086,1069.244,Input,6,On1B2,,
6087,1069.316,Input,38,Off1B2,,
6088,1069.700,Input,6,On1B2,,
6089,1069.725,Exit,18,Punish,Time,
6090,1069.725,Entry,3,Wait,,
6091,1069.781,Input,38,Off1B2,,
6092,1070.226,Exit,3,Wait,Time,
6093,1070.226,List,,TrialType10,    4.000,
6094,1070.226,Entry,4,CueLeft,,
6095,1070.326,Exit,4,CueLeft,Time,
6096,1070.326,Entry,5,DeadLeft,,
6097,1070.426,Exit,5,DeadLeft,Time,
6098,1070.426,Entry,6,WaitForLickLeft,,
6099,1070.885,Input,5,On1B1,,
6100,1070.885,Exit,6,WaitForLickLeft,5,
6101,1070.885,Entry,7,HitLeft,,
6102,1070.887,Exit,7,HitLeft,Time,
6103,1070.887,Entry,16,WaterOut,,
6104,1070.937,Input,37,Off1B1,,
6105,1070.962,Exit,16,WaterOut,Time,
6106,1070.962,Entry,17,WaterConsumption,,
6107,1070.962,Reg,14,CupUp, 1925.000,
6108,1071.631,Input,6,On1B2,,
6109,1071.693,Input,38,Off1B2,,
6110,1071.795,Input,6,On1B2,,
6111,1071.826,Input,38,Off1B2,,
6112,1072.804,Input,6,On1B2,,
6113,1072.847,Input,38,Off1B2,,
6114,1072.888,Exit,17,WaterConsumption,Time,
6115,1072.888,Entry,19,TrialEnd,,
6116,1072.888,Reg,3,ActionRate,    0.991,
6117,1072.888,Reg,4,LeftCorrect,    0.982,
6118,1072.888,Reg,5,RightCorrect,    0.945,
6119,1072.889,Exit,19,TrialEnd,Time,
6120,1072.889,Entry,1,Trial,,
6121,1072.889,Reg,1,Trial,  113.000,
6122,1072.890,Exit,1,Trial,Time,
6123,1072.890,Entry,2,ITI,,
6124,1072.890,Reg,6,ITItime, 3723.665,
6125,1075.343,Input,6,On1B2,,
6126,1075.385,Input,38,Off1B2,,
6127,1075.482,Input,6,On1B2,,
6128,1075.544,Input,38,Off1B2,,
6129,1076.128,Input,6,On1B2,,
6130,1076.191,Input,38,Off1B2,,
6131,1076.342,Input,6,On1B2,,
6132,1076.414,Input,38,Off1B2,,
6133,1076.614,Exit,2,ITI,Time,
6134,1076.614,Entry,3,Wait,,
6135,1077.054,Input,6,On1B2,,
6136,1077.054,Exit,3,Wait,6,
6137,1077.054,Entry,18,Punish,,
6138,1077.115,Input,38,Off1B2,,
6139,1077.262,Input,6,On1B2,,
6140,1077.335,Input,38,Off1B2,,
6141,1078.032,Input,6,On1B2,,
6142,1078.054,Exit,18,Punish,Time,
6143,1078.054,Entry,3,Wait,,
6144,1078.104,Input,38,Off1B2,,
6145,1078.219,Input,6,On1B2,,
6146,1078.219,Exit,3,Wait,6,
6147,1078.219,Entry,18,Punish,,
6148,1078.291,Input,38,Off1B2,,
6149,1078.889,Input,6,On1B2,,
6150,1078.961,Input,38,Off1B2,,
6151,1079.071,Input,6,On1B2,,
6152,1079.153,Input,38,Off1B2,,
6153,1079.219,Exit,18,Punish,Time,
6154,1079.219,Entry,3,Wait,,
6155,1079.719,Exit,3,Wait,Time,
6156,1079.719,List,,TrialType10,    9.000,
6157,1079.719,Entry,9,CueRight,,
6158,1079.819,Exit,9,CueRight,Time,
6159,1079.819,Entry,10,DeadRight,,
6160,1079.919,Exit,10,DeadRight,Time,
6161,1079.919,Entry,11,WaitForLickRight,,
6162,1079.923,Input,6,On1B2,,
6163,1079.923,Exit,11,WaitForLickRight,6,
6164,1079.923,Entry,12,HitRight,,
6165,1079.924,Exit,12,HitRight,Time,
6166,1079.924,Entry,16,WaterOut,,
6167,1079.965,Input,38,Off1B2,,
6168,1079.999,Exit,16,WaterOut,Time,
6169,1079.999,Entry,17,WaterConsumption,,
6170,1079.999,Reg,14,CupUp, 1925.000,
6171,1081.220,Input,6,On1B2,,
6172,1081.273,Input,38,Off1B2,,
6173,1081.393,Input,5,On1B1,,
6174,1081.464,Input,37,Off1B1,,
6175,1081.925,Exit,17,WaterConsumption,Time,
6176,1081.925,Entry,19,TrialEnd,,
6177,1081.925,Reg,3,ActionRate,    0.991,
6178,1081.925,Reg,4,LeftCorrect,    0.982,
6179,1081.925,Reg,5,RightCorrect,    0.946,
6180,1081.926,Exit,19,TrialEnd,Time,
6181,1081.926,Entry,1,Trial,,
6182,1081.926,Reg,1,Trial,  114.000,
6183,1081.928,Exit,1,Trial,Time,
6184,1081.928,Entry,2,ITI,,
6185,1081.928,Reg,6,ITItime, 2385.323,
6186,1084.314,Exit,2,ITI,Time,
6187,1084.314,Entry,3,Wait,,
6188,1084.814,Exit,3,Wait,Time,
6189,1084.814,List,,TrialType10,    9.000,
6190,1084.814,Entry,9,CueRight,,
6191,1084.915,Exit,9,CueRight,Time,
6192,1084.915,Entry,10,DeadRight,,
6193,1085.015,Exit,10,DeadRight,Time,
6194,1085.015,Entry,11,WaitForLickRight,,
6195,1085.135,Input,6,On1B2,,
6196,1085.135,Exit,11,WaitForLickRight,6,
6197,1085.135,Entry,12,HitRight,,
6198,1085.136,Exit,12,HitRight,Time,
6199,1085.136,Entry,16,WaterOut,,
6200,1085.188,Input,38,Off1B2,,
6201,1085.211,Exit,16,WaterOut,Time,
6202,1085.211,Entry,17,WaterConsumption,,
6203,1085.211,Reg,14,CupUp, 1925.000,
6204,1086.460,Input,5,On1B1,,
6205,1086.532,Input,37,Off1B1,,
6206,1087.137,Exit,17,WaterConsumption,Time,
6207,1087.137,Entry,19,TrialEnd,,
6208,1087.137,Reg,3,ActionRate,    0.991,
6209,1087.137,Reg,4,LeftCorrect,    0.982,
6210,1087.137,Reg,5,RightCorrect,    0.947,
6211,1087.138,Exit,19,TrialEnd,Time,
6212,1087.138,Entry,1,Trial,,
6213,1087.138,Reg,1,Trial,  115.000,
6214,1087.140,Exit,1,Trial,Time,
6215,1087.140,Entry,2,ITI,,
6216,1087.140,Reg,6,ITItime, 3703.548,
6217,1089.688,Input,6,On1B2,,
6218,1089.741,Input,38,Off1B2,,
6219,1089.908,Input,6,On1B2,,
6220,1089.970,Input,38,Off1B2,,
6221,1090.117,Input,6,On1B2,,
6222,1090.159,Input,38,Off1B2,,
6223,1090.381,Input,6,On1B2,,
6224,1090.443,Input,38,Off1B2,,
6225,1090.590,Input,6,On1B2,,
6226,1090.643,Input,38,Off1B2,,
6227,1090.844,Exit,2,ITI,Time,
6228,1090.844,Entry,3,Wait,,
6229,1091.253,Input,6,On1B2,,
6230,1091.253,Exit,3,Wait,6,
6231,1091.253,Entry,18,Punish,,
6232,1091.315,Input,38,Off1B2,,
6233,1092.069,Input,6,On1B2,,
6234,1092.111,Input,38,Off1B2,,
6235,1092.249,Input,6,On1B2,,
6236,1092.253,Exit,18,Punish,Time,
6237,1092.253,Entry,3,Wait,,
6238,1092.311,Input,38,Off1B2,,
6239,1092.706,Input,6,On1B2,,
6240,1092.706,Exit,3,Wait,6,
6241,1092.706,Entry,18,Punish,,
6242,1092.779,Input,38,Off1B2,,
6243,1093.434,Input,6,On1B2,,
6244,1093.486,Input,38,Off1B2,,
6245,1093.632,Input,6,On1B2,,
6246,1093.694,Input,38,Off1B2,,
6247,1093.706,Exit,18,Punish,Time,
6248,1093.706,Entry,3,Wait,,
6249,1093.947,Input,6,On1B2,,
6250,1093.947,Exit,3,Wait,6,
6251,1093.947,Entry,18,Punish,,
6252,1094.028,Input,38,Off1B2,,
6253,1094.929,Input,6,On1B2,,
6254,1094.947,Exit,18,Punish,Time,
6255,1094.947,Entry,3,Wait,,
6256,1094.991,Input,38,Off1B2,,
6257,1095.084,Input,6,On1B2,,
6258,1095.084,Exit,3,Wait,6,
6259,1095.084,Entry,18,Punish,,
6260,1095.146,Input,38,Off1B2,,
6261,1095.480,Input,6,On1B2,,
